source_stop,destination_stop,fare
Jalahalli,Chickpete,35
Jalahalli,Cubbon Park (Sri Chamarajendra Park),40
Jalahalli,Dasarahalli,10
Jalahalli,Deepanjali Nagara,45
Jalahalli,Doddakallasandra,60
Jalahalli,"Dr BR Ambedkar Station, Vidhana Soudha",38
Jalahalli,Goraguntepalya,15
Jalahalli,Halasuru,45
Jalahalli,Indiranagar,50
Jalahalli,Jaya Prakash Nagar,52
Jalahalli,Jayanagar,45
Jalahalli,Jnanabharathi,55
Jalahalli,Kengeri,60
Jalahalli,Kengeri Bus Terminal,60
Jalahalli,Konankunte Cross,58
Jalahalli,City Railway Station,36
Jalahalli,Krishna Rajendra Market,38
Jalahalli,Lalbagh Botanical Garden,42
Jalahalli,Magadi Road,38
Jalahalli,Mahakavi Kuvempu Road,28
Jalahalli,Mahalakshmi,22
Jalahalli,MG Road,42
Jalahalli,Mysuru Road,50
Jalahalli,Majestic,35
Jalahalli,Nagasandra,15
Jalahalli,National College,40
Jalahalli,Nayandahalli,50
Jalahalli,Pattanagere,58
Jalahalli,Peenya,15
Jalahalli,Peenya Industry,10
Jalahalli,Rajaji Nagar,25
Jalahalli,Rajarajeshwari Nagara,52
Jalahalli,Rashtreeya Vidyalaya Road,50
Jalahalli,Sampige Road,30
Jalahalli,Sandal Soap Factory,20
Jalahalli,Silk Institute,60
Jalahalli,Central College,35
Jalahalli,South End Circle,45
Jalahalli,Hosahalli,40
Jalahalli,Srirampura,30
Jalahalli,Swami Vivekananda Road,50
Jalahalli,Talaghattapura,60
Jalahalli,Trinity,45
Jalahalli,Vajarahalli,60
Jalahalli,Vijayanagara,42
Jalahalli,Yelachenahalli,55
Jalahalli,Yeshwanthpur,18
Jaya Prakash Nagar,Attiguppe,40
Jaya Prakash Nagar,Baiyappanahalli,50
Jaya Prakash Nagar,Banashankari,10
Jaya Prakash Nagar,Chickpete,28
Jaya Prakash Nagar,Cubbon Park (Sri Chamarajendra Park),35
Jaya Prakash Nagar,Dasarahalli,55
Jaya Prakash Nagar,Deepanjali Nagara,42
Jaya Prakash Nagar,Doddakallasandra,15
Jaya Prakash Nagar,"Dr BR Ambedkar Station, Vidhana Soudha",35
Jaya Prakash Nagar,Goraguntepalya,45
Jaya Prakash Nagar,Halasuru,42
Jaya Prakash Nagar,Indiranagar,45
Jaya Prakash Nagar,Jalahalli,52
Jaya Prakash Nagar,Jayanagar,15
Jaya Prakash Nagar,Jnanabharathi,50
Jaya Prakash Nagar,Kengeri,58
Jaya Prakash Nagar,Kengeri Bus Terminal,55
Jaya Prakash Nagar,Konankunte Cross,15
Jaya Prakash Nagar,City Railway Station,32
Jaya Prakash Nagar,Krishna Rajendra Market,25
Jaya Prakash Nagar,Lalbagh Botanical Garden,20
Jaya Prakash Nagar,Magadi Road,35
Jaya Prakash Nagar,Mahakavi Kuvempu Road,35
Jaya Prakash Nagar,Mahalakshmi,40
Jaya Prakash Nagar,MG Road,38
Jaya Prakash Nagar,Mysuru Road,45
Jaya Prakash Nagar,Majestic,30
Jaya Prakash Nagar,Nagasandra,58
Jaya Prakash Nagar,National College,22
Jaya Prakash Nagar,Nayandahalli,45
Jaya Prakash Nagar,Pattanagere,52
Jaya Prakash Nagar,Peenya,50
Jaya Prakash Nagar,Peenya Industry,50
Jaya Prakash Nagar,Rajaji Nagar,38
Jaya Prakash Nagar,Rajarajeshwari Nagara,50
Jaya Prakash Nagar,Rashtreeya Vidyalaya Road,15
Jaya Prakash Nagar,Sampige Road,30
Jaya Prakash Nagar,Sandal Soap Factory,42
Jaya Prakash Nagar,Silk Institute,22
Jaya Prakash Nagar,Central College,30
Jaya Prakash Nagar,South End Circle,18
Jaya Prakash Nagar,Hosahalli,35
Jaya Prakash Nagar,Srirampura,35
Jaya Prakash Nagar,Swami Vivekananda Road,45
Jaya Prakash Nagar,Talaghattapura,20
Jaya Prakash Nagar,Trinity,40
Jaya Prakash Nagar,Vajarahalli,18
Jaya Prakash Nagar,Vijayanagara,38
Jaya Prakash Nagar,Yelachenahalli,10
Jaya Prakash Nagar,Yeshwanthpur,45
Jayanagar,Attiguppe,35
Jayanagar,Baiyappanahalli,42
Jayanagar,Banashankari,15
Jayanagar,Chickpete,20
Jayanagar,Cubbon Park (Sri Chamarajendra Park),30
Jayanagar,Dasarahalli,50
Jayanagar,Deepanjali Nagara,35
Jayanagar,Doddakallasandra,22
Jayanagar,"Dr BR Ambedkar Station, Vidhana Soudha",28
Jayanagar,Goraguntepalya,40
Jayanagar,Halasuru,35
Jayanagar,Indiranagar,38
Jayanagar,Jalahalli,45
Jayanagar,Jaya Prakash Nagar,15
Jayanagar,Jnanabharathi,45
Jayanagar,Kengeri,50
Jayanagar,Kengeri Bus Terminal,50
Jayanagar,Konankunte Cross,20
Jayanagar,City Railway Station,26
Jayanagar,Krishna Rajendra Market,18
Jayanagar,Lalbagh Botanical Garden,15
Jayanagar,Magadi Road,28
Jayanagar,Mahakavi Kuvempu Road,30
Jayanagar,Mahalakshmi,35
Jayanagar,MG Road,30
Jayanagar,Mysuru Road,38
Jayanagar,Majestic,22
Jayanagar,Nagasandra,50
Jayanagar,National College,15
Jayanagar,Nayandahalli,40
Jayanagar,Pattanagere,45
Jayanagar,Peenya,42
Jayanagar,Peenya Industry,45
Jayanagar,Rajaji Nagar,30
Jayanagar,Rajarajeshwari Nagara,42
Jayanagar,Rashtreeya Vidyalaya Road,10
Jayanagar,Sampige Road,25
Jayanagar,Sandal Soap Factory,35
Jayanagar,Silk Institute,30
Jayanagar,Central College,25
Jayanagar,South End Circle,10
Jayanagar,Hosahalli,30
Jayanagar,Srirampura,28
Jayanagar,Swami Vivekananda Road,40
Jayanagar,Talaghattapura,28
Jayanagar,Trinity,35
Jayanagar,Vajarahalli,25
Jayanagar,Vijayanagara,30
Jayanagar,Yelachenahalli,18
Jayanagar,Yeshwanthpur,38
Jnanabharathi,Attiguppe,20
Jnanabharathi,Baiyappanahalli,50
Jnanabharathi,Banashankari,50
Jnanabharathi,Chickpete,35
Jnanabharathi,Cubbon Park (Sri Chamarajendra Park),38
Jnanabharathi,Dasarahalli,58
Jnanabharathi,Deepanjali Nagara,18
Jnanabharathi,Doddakallasandra,58
Jnanabharathi,"Dr BR Ambedkar Station, Vidhana Soudha",35
Jnanabharathi,Goraguntepalya,50
Jnanabharathi,Halasuru,45
Jnanabharathi,Indiranagar,45
Jnanabharathi,Jalahalli,55
Jnanabharathi,Jaya Prakash Nagar,50
Jnanabharathi,Jayanagar,45
Jnanabharathi,Kengeri,15
Jnanabharathi,Kengeri Bus Terminal,15
Jnanabharathi,Konankunte Cross,55
Jnanabharathi,City Railway Station,28
Jnanabharathi,Krishna Rajendra Market,35
Jnanabharathi,Lalbagh Botanical Garden,40
Jnanabharathi,Magadi Road,28
Jnanabharathi,Mahakavi Kuvempu Road,38
Jnanabharathi,Mahalakshmi,42
Jnanabharathi,MG Road,40
Jnanabharathi,Mysuru Road,15
Jnanabharathi,Majestic,30
Jnanabharathi,Nagasandra,60
Jnanabharathi,National College,38
Jnanabharathi,Nayandahalli,15
Jnanabharathi,Pattanagere,10
Jnanabharathi,Peenya,50
Jnanabharathi,Peenya Industry,52
Jnanabharathi,Rajaji Nagar,40
Jnanabharathi,Rajarajeshwari Nagara,10
Jnanabharathi,Rashtreeya Vidyalaya Road,45
Jnanabharathi,Sampige Road,35
Jnanabharathi,Sandal Soap Factory,45
Jnanabharathi,Silk Institute,60
Jnanabharathi,Central College,35
Jnanabharathi,South End Circle,42
Jnanabharathi,Hosahalli,25
Jnanabharathi,Srirampura,35
Jnanabharathi,Swami Vivekananda Road,50
Jnanabharathi,Talaghattapura,60
Jnanabharathi,Trinity,42
Jnanabharathi,Vajarahalli,60
Jnanabharathi,Vijayanagara,22
Jnanabharathi,Yelachenahalli,52
Jnanabharathi,Yeshwanthpur,45
Kengeri,Attiguppe,28
Kengeri,Baiyappanahalli,58
Kengeri,Banashankari,55
Kengeri,Chickpete,40
Kengeri,Cubbon Park (Sri Chamarajendra Park),45
Kengeri,Dasarahalli,60
Kengeri,Deepanjali Nagara,25
Kengeri,Doddakallasandra,60
Kengeri,"Dr BR Ambedkar Station, Vidhana Soudha",42
Kengeri,Goraguntepalya,55
Kengeri,Halasuru,50
Kengeri,Indiranagar,52
Kengeri,Jalahalli,60
Kengeri,Jaya Prakash Nagar,58
Kengeri,Jayanagar,50
Kengeri,Jnanabharathi,15
Kengeri,Kengeri Bus Terminal,10
Kengeri,Konankunte Cross,60
Kengeri,City Railway Station,36
Kengeri,Krishna Rajendra Market,42
Kengeri,Lalbagh Botanical Garden,45
Kengeri,Magadi Road,35
Kengeri,Mahakavi Kuvempu Road,45
Kengeri,Mahalakshmi,50
Kengeri,MG Road,45
Kengeri,Mysuru Road,42
Kengeri,Majestic,38
Kengeri,Nagasandra,60
Kengeri,National College,45
Kengeri,Nayandahalli,20
Kengeri,Pattanagere,15
Kengeri,Peenya,58
Kengeri,Peenya Industry,60
Kengeri,Rajaji Nagar,45
Kengeri,Rajarajeshwari Nagara,18
Kengeri,Rashtreeya Vidyalaya Road,52
Kengeri,Sampige Road,40
Kengeri,Sandal Soap Factory,50
Kengeri,Silk Institute,60
Kengeri,Central College,40
Kengeri,South End Circle,50
Kengeri,Hosahalli,30
Kengeri,Srirampura,42
Kengeri,Swami Vivekananda Road,55
Kengeri,Talaghattapura,60
Kengeri,Trinity,50
Kengeri,Vajarahalli,60
Kengeri,Vijayanagara,30
Kengeri,Yelachenahalli,60
Kengeri,Yeshwanthpur,52
Kengeri Bus Terminal,Attiguppe,25
Kengeri Bus Terminal,Baiyappanahalli,55
Kengeri Bus Terminal,Banashankari,52
Kengeri Bus Terminal,Chickpete,38
Kengeri Bus Terminal,Cubbon Park (Sri Chamarajendra Park),42
Kengeri Bus Terminal,Dasarahalli,60
Kengeri Bus Terminal,Deepanjali Nagara,22
Kengeri Bus Terminal,Doddakallasandra,60
Kengeri Bus Terminal,"Dr BR Ambedkar Station, Vidhana Soudha",40
Kengeri Bus Terminal,Goraguntepalya,52
Kengeri Bus Terminal,Halasuru,50
Kengeri Bus Terminal,Indiranagar,50
Kengeri Bus Terminal,Jalahalli,60
Kengeri Bus Terminal,Jaya Prakash Nagar,55
Kengeri Bus Terminal,Jayanagar,50
Kengeri Bus Terminal,Jnanabharathi,15
Kengeri Bus Terminal,Kengeri,10
Kengeri Bus Terminal,Konankunte Cross,60
Kengeri Bus Terminal,City Railway Station,32
Kengeri Bus Terminal,Krishna Rajendra Market,40
Kengeri Bus Terminal,Lalbagh Botanical Garden,45
Kengeri Bus Terminal,Magadi Road,30
Kengeri Bus Terminal,Mahakavi Kuvempu Road,42
Kengeri Bus Terminal,Mahalakshmi,45
Kengeri Bus Terminal,MG Road,45
Kengeri Bus Terminal,Mysuru Road,20
Kengeri Bus Terminal,Majestic,35
Kengeri Bus Terminal,Nagasandra,60
Kengeri Bus Terminal,National College,42
Kengeri Bus Terminal,Nayandahalli,18
Kengeri Bus Terminal,Pattanagere,10
Kengeri Bus Terminal,Peenya,55
Kengeri Bus Terminal,Peenya Industry,58
Kengeri Bus Terminal,Rajaji Nagar,45
Kengeri Bus Terminal,Rajarajeshwari Nagara,15
Kengeri Bus Terminal,Rashtreeya Vidyalaya Road,50
Kengeri Bus Terminal,Sampige Road,38
Kengeri Bus Terminal,Sandal Soap Factory,50
Kengeri Bus Terminal,Silk Institute,60
Kengeri Bus Terminal,Central College,38
Kengeri Bus Terminal,South End Circle,45
Kengeri Bus Terminal,Hosahalli,30
Kengeri Bus Terminal,Srirampura,40
Kengeri Bus Terminal,Swami Vivekananda Road,52
Kengeri Bus Terminal,Talaghattapura,60
Kengeri Bus Terminal,Trinity,45
Kengeri Bus Terminal,Vajarahalli,60
Kengeri Bus Terminal,Vijayanagara,28
Kengeri Bus Terminal,Yelachenahalli,58
Kengeri Bus Terminal,Yeshwanthpur,50
Konankunte Cross,Attiguppe,45
Konankunte Cross,Baiyappanahalli,52
Konankunte Cross,Banashankari,15
Konankunte Cross,Chickpete,30
Konankunte Cross,Cubbon Park (Sri Chamarajendra Park),40
Konankunte Cross,Dasarahalli,60
Konankunte Cross,Deepanjali Nagara,45
Konankunte Cross,Doddakallasandra,10
Konankunte Cross,"Dr BR Ambedkar Station, Vidhana Soudha",38
Konankunte Cross,Goraguntepalya,50
Konankunte Cross,Halasuru,45
Konankunte Cross,Indiranagar,50
Konankunte Cross,Jalahalli,58
Konankunte Cross,Jaya Prakash Nagar,15
Konankunte Cross,Jayanagar,20
Konankunte Cross,Jnanabharathi,55
Konankunte Cross,Kengeri,60
Konankunte Cross,Kengeri Bus Terminal,60
Konankunte Cross,City Railway Station,36
Konankunte Cross,Krishna Rajendra Market,30
Konankunte Cross,Lalbagh Botanical Garden,25
Konankunte Cross,Magadi Road,38
Konankunte Cross,Mahakavi Kuvempu Road,40
Konankunte Cross,Mahalakshmi,45
Konankunte Cross,MG Road,42
Konankunte Cross,Mysuru Road,50
Konankunte Cross,Majestic,35
Konankunte Cross,Nagasandra,60
Konankunte Cross,National College,28
Konankunte Cross,Nayandahalli,50
Konankunte Cross,Pattanagere,58
Konankunte Cross,Peenya,52
Konankunte Cross,Peenya Industry,55
Konankunte Cross,Rajaji Nagar,42
Konankunte Cross,Rajarajeshwari Nagara,52
Konankunte Cross,Rashtreeya Vidyalaya Road,18
Konankunte Cross,Sampige Road,35
Konankunte Cross,Sandal Soap Factory,45
Konankunte Cross,Silk Institute,18
Konankunte Cross,Central College,35
Konankunte Cross,South End Circle,22
Konankunte Cross,Hosahalli,40
Konankunte Cross,Srirampura,38
Konankunte Cross,Swami Vivekananda Road,50
Konankunte Cross,Talaghattapura,15
Konankunte Cross,Trinity,45
Konankunte Cross,Vajarahalli,15
Konankunte Cross,Vijayanagara,42
Konankunte Cross,Yelachenahalli,10
Konankunte Cross,Yeshwanthpur,50
City Railway Station,Attiguppe,18
City Railway Station,Baiyappanahalli,30
City Railway Station,Banashankari,30
City Railway Station,Chickpete,15
City Railway Station,Cubbon Park (Sri Chamarajendra Park),18
City Railway Station,Dasarahalli,38
City Railway Station,Deepanjali Nagara,20
City Railway Station,Doddakallasandra,38
City Railway Station,"Dr BR Ambedkar Station, Vidhana Soudha",15
City Railway Station,Goraguntepalya,30
City Railway Station,Halasuru,25
City Railway Station,Indiranagar,28
City Railway Station,Jalahalli,35
City Railway Station,Jaya Prakash Nagar,30
City Railway Station,Jayanagar,25
City Railway Station,Jnanabharathi,30
City Railway Station,Kengeri,35
City Railway Station,Kengeri Bus Terminal,35
City Railway Station,Konankunte Cross,35
City Railway Station,Krishna Rajendra Market,15
City Railway Station,Lalbagh Botanical Garden,20
City Railway Station,Magadi Road,10
City Railway Station,Mahakavi Kuvempu Road,18
City Railway Station,Mahalakshmi,22
City Railway Station,MG Road,20
City Railway Station,Mysuru Road,22
City Railway Station,Majestic,10
City Railway Station,Nagasandra,40
City Railway Station,National College,18
City Railway Station,Nayandahalli,25
City Railway Station,Pattanagere,30
City Railway Station,Peenya,30
City Railway Station,Peenya Industry,35
City Railway Station,Rajaji Nagar,20
City Railway Station,Rajarajeshwari Nagara,28
City Railway Station,Rashtreeya Vidyalaya Road,28
City Railway Station,Sampige Road,15
City Railway Station,Sandal Soap Factory,25
City Railway Station,Silk Institute,45
City Railway Station,Central College,15
City Railway Station,South End Circle,22
City Railway Station,Hosahalli,15
City Railway Station,Srirampura,15
City Railway Station,Swami Vivekananda Road,30
City Railway Station,Talaghattapura,42
City Railway Station,Trinity,22
City Railway Station,Vajarahalli,40
City Railway Station,Vijayanagara,15
City Railway Station,Yelachenahalli,35
City Railway Station,Yeshwanthpur,28
Krishna Rajendra Market,Attiguppe,25
Krishna Rajendra Market,Baiyappanahalli,35
Krishna Rajendra Market,Banashankari,22
Krishna Rajendra Market,Chickpete,10
Krishna Rajendra Market,Cubbon Park (Sri Chamarajendra Park),20
Krishna Rajendra Market,Dasarahalli,40
Krishna Rajendra Market,Deepanjali Nagara,28
Krishna Rajendra Market,Doddakallasandra,30
Krishna Rajendra Market,"Dr BR Ambedkar Station, Vidhana Soudha",18
Krishna Rajendra Market,Goraguntepalya,30
Krishna Rajendra Market,Halasuru,28
Krishna Rajendra Market,Indiranagar,30
Krishna Rajendra Market,Jalahalli,38
Krishna Rajendra Market,Jaya Prakash Nagar,25
Krishna Rajendra Market,Jayanagar,18
Krishna Rajendra Market,Jnanabharathi,35
Krishna Rajendra Market,Kengeri,42
Krishna Rajendra Market,Kengeri Bus Terminal,40
Krishna Rajendra Market,Konankunte Cross,30
Krishna Rajendra Market,City Railway Station,16
Krishna Rajendra Market,Lalbagh Botanical Garden,15
Krishna Rajendra Market,Magadi Road,18
Krishna Rajendra Market,Mahakavi Kuvempu Road,20
Krishna Rajendra Market,Mahalakshmi,25
Krishna Rajendra Market,MG Road,22
Krishna Rajendra Market,Mysuru Road,30
Krishna Rajendra Market,Majestic,15
Krishna Rajendra Market,Nagasandra,42
Krishna Rajendra Market,National College,10
Krishna Rajendra Market,Nayandahalli,30
Krishna Rajendra Market,Pattanagere,38
Krishna Rajendra Market,Peenya,35
Krishna Rajendra Market,Peenya Industry,35
Krishna Rajendra Market,Rajaji Nagar,22
Krishna Rajendra Market,Rajarajeshwari Nagara,35
Krishna Rajendra Market,Rashtreeya Vidyalaya Road,20
Krishna Rajendra Market,Sampige Road,15
Krishna Rajendra Market,Sandal Soap Factory,28
Krishna Rajendra Market,Silk Institute,38
Krishna Rajendra Market,Central College,15
Krishna Rajendra Market,South End Circle,15
Krishna Rajendra Market,Hosahalli,20
Krishna Rajendra Market,Srirampura,18
Krishna Rajendra Market,Swami Vivekananda Road,30
Krishna Rajendra Market,Talaghattapura,35
Krishna Rajendra Market,Trinity,25
Krishna Rajendra Market,Vajarahalli,35
Krishna Rajendra Market,Vijayanagara,22
Krishna Rajendra Market,Yelachenahalli,28
Krishna Rajendra Market,Yeshwanthpur,30
Lalbagh Botanical Garden,Attiguppe,30
Lalbagh Botanical Garden,Baiyappanahalli,38
Lalbagh Botanical Garden,Banashankari,18
Lalbagh Botanical Garden,Chickpete,15
Lalbagh Botanical Garden,Cubbon Park (Sri Chamarajendra Park),25
Lalbagh Botanical Garden,Dasarahalli,45
Lalbagh Botanical Garden,Deepanjali Nagara,30
Lalbagh Botanical Garden,Doddakallasandra,28
Lalbagh Botanical Garden,"Dr BR Ambedkar Station, Vidhana Soudha",22
Lalbagh Botanical Garden,Goraguntepalya,35
Lalbagh Botanical Garden,Halasuru,30
Lalbagh Botanical Garden,Indiranagar,35
Lalbagh Botanical Garden,Jalahalli,42
Lalbagh Botanical Garden,Jaya Prakash Nagar,20
Lalbagh Botanical Garden,Jayanagar,15
Lalbagh Botanical Garden,Jnanabharathi,40
Lalbagh Botanical Garden,Kengeri,45
Lalbagh Botanical Garden,Kengeri Bus Terminal,45
Lalbagh Botanical Garden,Konankunte Cross,25
Lalbagh Botanical Garden,City Railway Station,20
Lalbagh Botanical Garden,Krishna Rajendra Market,15
Lalbagh Botanical Garden,Magadi Road,22
Lalbagh Botanical Garden,Mahakavi Kuvempu Road,25
Lalbagh Botanical Garden,Mahalakshmi,30
Lalbagh Botanical Garden,MG Road,28
Lalbagh Botanical Garden,Mysuru Road,35
Lalbagh Botanical Garden,Majestic,18
Lalbagh Botanical Garden,Nagasandra,45
Lalbagh Botanical Garden,National College,10
Lalbagh Botanical Garden,Nayandahalli,35
Lalbagh Botanical Garden,Pattanagere,42
Lalbagh Botanical Garden,Peenya,38
Lalbagh Botanical Garden,Peenya Industry,40
Lalbagh Botanical Garden,Rajaji Nagar,28
Lalbagh Botanical Garden,Rajarajeshwari Nagara,38
Lalbagh Botanical Garden,Rashtreeya Vidyalaya Road,15
Lalbagh Botanical Garden,Sampige Road,20
Lalbagh Botanical Garden,Sandal Soap Factory,30
Lalbagh Botanical Garden,Silk Institute,35
Lalbagh Botanical Garden,Central College,20
Lalbagh Botanical Garden,South End Circle,10
Lalbagh Botanical Garden,Hosahalli,25
Lalbagh Botanical Garden,Srirampura,22
Lalbagh Botanical Garden,Swami Vivekananda Road,35
Lalbagh Botanical Garden,Talaghattapura,30
Lalbagh Botanical Garden,Trinity,30
Lalbagh Botanical Garden,Vajarahalli,30
Lalbagh Botanical Garden,Vijayanagara,28
Lalbagh Botanical Garden,Yelachenahalli,22
Lalbagh Botanical Garden,Yeshwanthpur,35
Magadi Road,Attiguppe,15
Magadi Road,Baiyappanahalli,35
Magadi Road,Banashankari,30
Magadi Road,Chickpete,15
Magadi Road,Cubbon Park (Sri Chamarajendra Park),20
Magadi Road,Dasarahalli,40
Magadi Road,Deepanjali Nagara,18
Magadi Road,Doddakallasandra,40
Magadi Road,"Dr BR Ambedkar Station, Vidhana Soudha",18
Magadi Road,Goraguntepalya,30
Magadi Road,Halasuru,28
Magadi Road,Indiranagar,30
Magadi Road,Jalahalli,38
Magadi Road,Jaya Prakash Nagar,35
Magadi Road,Jayanagar,28
Magadi Road,Jnanabharathi,28
Magadi Road,Kengeri,35
Magadi Road,Kengeri Bus Terminal,30
Magadi Road,Konankunte Cross,38
Magadi Road,City Railway Station,15
Magadi Road,Krishna Rajendra Market,18
Magadi Road,Lalbagh Botanical Garden,22
Magadi Road,Mahakavi Kuvempu Road,20
Magadi Road,Mahalakshmi,25
Magadi Road,MG Road,22
Magadi Road,Mysuru Road,20
Magadi Road,Majestic,15
Magadi Road,Nagasandra,42
Magadi Road,National College,20
Magadi Road,Nayandahalli,22
Magadi Road,Pattanagere,30
Magadi Road,Peenya,35
Magadi Road,Peenya Industry,35
Magadi Road,Rajaji Nagar,22
Magadi Road,Rajarajeshwari Nagara,25
Magadi Road,Rashtreeya Vidyalaya Road,30
Magadi Road,Sampige Road,15
Magadi Road,Sandal Soap Factory,28
Magadi Road,Silk Institute,45
Magadi Road,Central College,15
Magadi Road,South End Circle,25
Magadi Road,Hosahalli,10
Magadi Road,Srirampura,18
Magadi Road,Swami Vivekananda Road,30
Magadi Road,Talaghattapura,45
Magadi Road,Trinity,25
Magadi Road,Vajarahalli,42
Magadi Road,Vijayanagara,15
Magadi Road,Yelachenahalli,35
Magadi Road,Yeshwanthpur,30
Mahakavi Kuvempu Road,Attiguppe,28
Mahakavi Kuvempu Road,Baiyappanahalli,35
Mahakavi Kuvempu Road,Banashankari,35
Mahakavi Kuvempu Road,Chickpete,18
Mahakavi Kuvempu Road,Cubbon Park (Sri Chamarajendra Park),22
Mahakavi Kuvempu Road,Dasarahalli,30
Mahakavi Kuvempu Road,Deepanjali Nagara,30
Mahakavi Kuvempu Road,Doddakallasandra,42
Mahakavi Kuvempu Road,"Dr BR Ambedkar Station, Vidhana Soudha",20
Mahakavi Kuvempu Road,Goraguntepalya,20
Mahakavi Kuvempu Road,Halasuru,30
Mahakavi Kuvempu Road,Indiranagar,30
Mahakavi Kuvempu Road,Jalahalli,28
Mahakavi Kuvempu Road,Jaya Prakash Nagar,35
Mahakavi Kuvempu Road,Jayanagar,30
Mahakavi Kuvempu Road,Jnanabharathi,38
Mahakavi Kuvempu Road,Kengeri,45
Mahakavi Kuvempu Road,Kengeri Bus Terminal,42
Mahakavi Kuvempu Road,Konankunte Cross,40
Mahakavi Kuvempu Road,City Railway Station,18
Mahakavi Kuvempu Road,Krishna Rajendra Market,20
Mahakavi Kuvempu Road,Lalbagh Botanical Garden,25
Mahakavi Kuvempu Road,Magadi Road,20
Mahakavi Kuvempu Road,Mahalakshmi,15
Mahakavi Kuvempu Road,MG Road,25
Mahakavi Kuvempu Road,Mysuru Road,30
Mahakavi Kuvempu Road,Majestic,15
Mahakavi Kuvempu Road,Nagasandra,30
Mahakavi Kuvempu Road,National College,22
Mahakavi Kuvempu Road,Nayandahalli,35
Mahakavi Kuvempu Road,Pattanagere,40
Mahakavi Kuvempu Road,Peenya,22
Mahakavi Kuvempu Road,Peenya Industry,25
Mahakavi Kuvempu Road,Rajaji Nagar,10
Mahakavi Kuvempu Road,Rajarajeshwari Nagara,35
Mahakavi Kuvempu Road,Rashtreeya Vidyalaya Road,30
Mahakavi Kuvempu Road,Sampige Road,15
Mahakavi Kuvempu Road,Sandal Soap Factory,15
Mahakavi Kuvempu Road,Silk Institute,50
Mahakavi Kuvempu Road,Central College,18
Mahakavi Kuvempu Road,South End Circle,28
Mahakavi Kuvempu Road,Hosahalli,22
Mahakavi Kuvempu Road,Srirampura,10
Mahakavi Kuvempu Road,Swami Vivekananda Road,35
Mahakavi Kuvempu Road,Talaghattapura,45
Mahakavi Kuvempu Road,Trinity,28
Mahakavi Kuvempu Road,Vajarahalli,45
Mahakavi Kuvempu Road,Vijayanagara,25
Mahakavi Kuvempu Road,Yelachenahalli,38
Mahakavi Kuvempu Road,Yeshwanthpur,18
Mahalakshmi,Attiguppe,30
Mahalakshmi,Baiyappanahalli,40
Mahalakshmi,Banashankari,38
Mahalakshmi,Chickpete,22
Mahalakshmi,Cubbon Park (Sri Chamarajendra Park),28
Mahalakshmi,Dasarahalli,25
Mahalakshmi,Deepanjali Nagara,35
Mahalakshmi,Doddakallasandra,45
Mahalakshmi,"Dr BR Ambedkar Station, Vidhana Soudha",25
Mahalakshmi,Goraguntepalya,15
Mahalakshmi,Halasuru,35
Mahalakshmi,Indiranagar,35
Mahalakshmi,Jalahalli,22
Mahalakshmi,Jaya Prakash Nagar,40
Mahalakshmi,Jayanagar,35
Mahalakshmi,Jnanabharathi,42
Mahalakshmi,Kengeri,50
